<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SANDP-500,D,20190802,000000,2943.9000000,2945.4400000,2914.1100000,2932.0500000,20132
SANDP-500,D,20190805,000000,2898.0700000,2898.0700000,2822.1200000,2844.7400000,20674
SANDP-500,D,20190806,000000,2861.1800000,2884.4000000,2847.4200000,2881.7700000,20534
SANDP-500,D,20190807,000000,2858.6500000,2892.1600000,2826.1300000,2883.9800000,20145
SANDP-500,D,20190808,000000,2896.2100000,2938.7200000,2894.4700000,2938.0900000,19634
SANDP-500,D,20190809,000000,2930.5100000,2935.7500000,2900.1500000,2918.6500000,19815
SANDP-500,D,20190812,000000,2907.0700000,2907.5800000,2873.1400000,2883.0900000,19728
SANDP-500,D,20190813,000000,2880.7200000,2943.2100000,2877.0500000,2926.3200000,17785
SANDP-500,D,20190814,000000,2894.1500000,2894.1500000,2839.6400000,2840.6000000,21037
SANDP-500,D,20190815,000000,2846.2000000,2856.6700000,2825.5100000,2847.6000000,19884
SANDP-500,D,20190816,000000,2864.7400000,2893.6300000,2864.7400000,2888.6800000,19167
SANDP-500,D,20190819,000000,2913.4800000,2931.0000000,2913.4800000,2923.6500000,18693
SANDP-500,D,20190820,000000,2919.0100000,2923.6300000,2899.6000000,2900.5100000,19163
SANDP-500,D,20190821,000000,2922.0400000,2928.7300000,2918.2600000,2924.4300000,18418
SANDP-500,D,20190822,000000,2930.9400000,2939.0800000,2904.5100000,2922.9500000,18943
SANDP-500,D,20190823,000000,2911.0700000,2927.0100000,2834.9700000,2847.1100000,19994
SANDP-500,D,20190826,000000,2866.7000000,2878.8700000,2856.0000000,2878.3800000,19311
SANDP-500,D,20190827,000000,2893.1400000,2898.7900000,2860.5900000,2869.1600000,19989
SANDP-500,D,20190828,000000,2861.2800000,2890.0300000,2853.0500000,2887.9400000,18976
SANDP-500,D,20190829,000000,2910.3700000,2930.5000000,2905.6800000,2924.5800000,18611
SANDP-500,D,20190830,000000,2937.0900000,2940.4300000,2913.3200000,2926.4600000,18765
SANDP-500,D,20190903,000000,2909.0100000,2914.3900000,2891.9800000,2906.2700000,19248
SANDP-500,D,20190904,000000,2924.6700000,2938.8400000,2921.8600000,2937.7800000,18339
SANDP-500,D,20190905,000000,2960.6000000,2985.8600000,2960.6000000,2976.0000000,18776
SANDP-500,D,20190906,000000,2980.3300000,2985.0300000,2972.5100000,2978.7100000,18330
SANDP-500,D,20190909,000000,2989.0800000,2989.4300000,2969.3900000,2978.4300000,19530
SANDP-500,D,20190910,000000,2971.0100000,2979.3900000,2957.0100000,2979.3900000,19892
SANDP-500,D,20190911,000000,2981.4100000,3000.9300000,2975.5000000,3000.9300000,19294
SANDP-500,D,20190912,000000,3009.0800000,3020.7400000,3000.9200000,3009.5700000,18664
SANDP-500,D,20190913,000000,3012.2100000,3017.3300000,3002.9000000,3007.3900000,19290
SANDP-500,D,20190916,000000,2996.4100000,3002.1900000,2990.6700000,2997.9600000,18872
SANDP-500,D,20190917,000000,2995.6700000,3006.2100000,2993.7300000,3005.7000000,18329
SANDP-500,D,20190918,000000,3001.5000000,3007.8300000,2978.5700000,3006.7300000,19062
SANDP-500,D,20190919,000000,3010.3600000,3021.9900000,3003.1600000,3006.7900000,18670
SANDP-500,D,20190920,000000,3008.4200000,3016.3700000,2984.6800000,2992.0700000,19394
SANDP-500,D,20190923,000000,2983.5000000,2999.1500000,2982.2900000,2991.7800000,18384
SANDP-500,D,20190924,000000,3002.4300000,3007.9800000,2957.7300000,2966.6000000,19969
SANDP-500,D,20190925,000000,2968.3500000,2989.7000000,2953.9100000,2984.8700000,18935
SANDP-500,D,20190926,000000,2985.7300000,2987.2800000,2963.7100000,2977.6200000,18770
SANDP-500,D,20190927,000000,2985.4700000,2987.2500000,2945.5300000,2961.7900000,19104
SANDP-500,D,20190930,000000,2967.0700000,2983.8500000,2967.0700000,2976.7400000,18338
SANDP-500,D,20191001,000000,2983.6900000,2992.5300000,2938.8300000,2940.2500000,18791
SANDP-500,D,20191002,000000,2922.9800000,2922.9800000,2874.9300000,2887.6100000,19713
SANDP-500,D,20191003,000000,2885.5200000,2910.9300000,2855.9600000,2910.6300000,18460
SANDP-500,D,20191004,000000,2918.5600000,2953.7400000,2918.5600000,2952.0100000,18513
SANDP-500,D,20191007,000000,2944.2300000,2959.4000000,2935.6800000,2938.7900000,18589
SANDP-500,D,20191008,000000,2920.4000000,2925.4700000,2892.6600000,2893.0600000,19061
SANDP-500,D,20191009,000000,2911.1000000,2929.3200000,2907.4100000,2919.4000000,18527
SANDP-500,D,20191010,000000,2918.5500000,2948.4600000,2917.1200000,2938.1300000,18561
SANDP-500,D,20191011,000000,2966.0300000,2992.9700000,2966.0300000,2970.2700000,18514
SANDP-500,D,20191014,000000,2965.8100000,2972.8400000,2962.9400000,2966.1500000,17570
SANDP-500,D,20191015,000000,2973.6100000,3003.2800000,2973.6100000,2995.6800000,17792
SANDP-500,D,20191016,000000,2989.6800000,2997.5400000,2985.2000000,2989.6900000,17199
SANDP-500,D,20191017,000000,3000.7700000,3008.2900000,2991.7900000,2997.9500000,17796
SANDP-500,D,20191018,000000,2996.8400000,3000.0000000,2976.3100000,2986.2000000,18959
SANDP-500,D,20191021,000000,2996.4800000,3007.3300000,2995.3500000,3006.7200000,17447
SANDP-500,D,20191022,000000,3010.7300000,3014.5700000,2995.0400000,2995.9900000,17750
SANDP-500,D,20191023,000000,2994.0100000,3004.7800000,2991.2100000,3004.5200000,18203
SANDP-500,D,20191024,000000,3015.1300000,3016.0700000,3000.4200000,3010.2900000,18861
SANDP-500,D,20191025,000000,3003.3200000,3027.3900000,3001.9400000,3022.5500000,18638
SANDP-500,D,20191028,000000,3032.1200000,3044.0800000,3032.1200000,3039.4200000,18489
SANDP-500,D,20191029,000000,3035.3900000,3047.8700000,3034.8100000,3036.8900000,18998
SANDP-500,D,20191030,000000,3039.7400000,3050.0900000,3028.5100000,3046.7700000,18933
SANDP-500,D,20191031,000000,3046.9000000,3046.9000000,3023.1900000,3037.5600000,19430
SANDP-500,D,20191101,000000,3050.7200000,3066.9200000,3050.7200000,3066.9100000,18413
SANDP-500,D,20191104,000000,3078.9600000,3085.2000000,3074.8700000,3078.2700000,18615
SANDP-500,D,20191105,000000,3080.8000000,3083.8700000,3072.1500000,3074.6200000,18363
SANDP-500,D,20191106,000000,3075.1000000,3076.7900000,3065.9600000,3076.7800000,18187
SANDP-500,D,20191107,000000,3087.0200000,3097.7400000,3080.2300000,3085.1800000,18464
SANDP-500,D,20191108,000000,3081.2500000,3093.0900000,3073.8700000,3093.0800000,17779
SANDP-500,D,20191111,000000,3080.3300000,3088.3300000,3075.8200000,3087.0100000,17622
SANDP-500,D,20191112,000000,3089.2800000,3102.6100000,3084.7300000,3091.8400000,18196
SANDP-500,D,20191113,000000,3084.1800000,3098.0600000,3078.8000000,3094.0400000,18683
SANDP-500,D,20191114,000000,3090.7500000,3098.2000000,3083.2600000,3096.6300000,18409
SANDP-500,D,20191115,000000,3107.9200000,3120.4600000,3104.6000000,3120.4600000,18262
SANDP-500,D,20191118,000000,3117.9100000,3124.1700000,3112.0600000,3122.0300000,18239
SANDP-500,D,20191119,000000,3127.4500000,3127.6400000,3113.4700000,3120.1800000,18317
SANDP-500,D,20191120,000000,3114.4500000,3118.9700000,3091.4300000,3108.4600000,18894
SANDP-500,D,20191121,000000,3108.4900000,3110.1100000,3094.5500000,3103.5400000,18222
SANDP-500,D,20191122,000000,3111.2600000,3112.8700000,3099.2600000,3110.2900000,17894
SANDP-500,D,20191125,000000,3117.4400000,3133.7700000,3117.4400000,3133.6400000,17457
SANDP-500,D,20191126,000000,3134.0700000,3142.6900000,3131.0000000,3140.5200000,17826
SANDP-500,D,20191127,000000,3145.4900000,3154.2600000,3143.4100000,3153.6300000,17417
SANDP-500,D,20191129,000000,3147.1800000,3150.3000000,3139.3400000,3140.9800000,9297
SANDP-500,D,20191202,000000,3143.8500000,3144.3100000,3110.7800000,3113.8700000,18505
SANDP-500,D,20191203,000000,3087.4100000,3094.9700000,3070.4200000,3093.2000000,18430
SANDP-500,D,20191204,000000,3103.5000000,3119.3800000,3102.5300000,3112.7600000,17993
SANDP-500,D,20191205,000000,3119.2100000,3119.4500000,3103.7600000,3117.4300000,18029
SANDP-500,D,20191206,000000,3134.6200000,3150.6000000,3134.6200000,3145.9100000,17465
SANDP-500,D,20191209,000000,3141.2000000,3148.8700000,3135.4600000,3135.9600000,18150
SANDP-500,D,20191210,000000,3135.3600000,3142.1200000,3126.6400000,3132.5200000,18072
SANDP-500,D,20191211,000000,3135.7500000,3143.6900000,3133.2100000,3141.6300000,17820
SANDP-500,D,20191212,000000,3141.0700000,3176.2800000,3138.4700000,3168.5700000,18501
SANDP-500,D,20191213,000000,3166.6500000,3182.5200000,3156.5100000,3168.8000000,17259
SANDP-500,D,20191216,000000,3183.6300000,3197.7100000,3183.6300000,3191.4500000,17924
SANDP-500,D,20191217,000000,3195.4000000,3198.2200000,3191.0300000,3192.5200000,18050
SANDP-500,D,20191218,000000,3195.2100000,3198.4800000,3191.1400000,3191.1400000,17720
SANDP-500,D,20191219,000000,3192.3200000,3205.4600000,3192.3200000,3205.3700000,17518
SANDP-500,D,20191220,000000,3223.3300000,3225.6500000,3216.0300000,3221.2200000,17936
SANDP-500,D,20191223,000000,3226.0500000,3227.7800000,3222.3000000,3224.0100000,17167
SANDP-500,D,20191224,000000,3225.4500000,3226.4300000,3220.5100000,3223.3800000,9353
SANDP-500,D,20191226,000000,3227.2000000,3240.0800000,3227.2000000,3239.9100000,16635
SANDP-500,D,20191227,000000,3247.2300000,3247.9300000,3234.3700000,3240.0200000,17743
SANDP-500,D,20191230,000000,3240.0900000,3240.9200000,3216.5700000,3221.2900000,18667
SANDP-500,D,20191231,000000,3215.1800000,3231.7200000,3212.0300000,3230.7800000,17630
SANDP-500,D,20200102,000000,3244.6700000,3258.0300000,3235.5300000,3257.8500000,18451
SANDP-500,D,20200103,000000,3226.3600000,3246.1500000,3222.8200000,3234.8500000,18596
SANDP-500,D,20200106,000000,3217.5500000,3246.8400000,3214.6400000,3246.2800000,18618
SANDP-500,D,20200107,000000,3241.8600000,3244.9100000,3232.4300000,3237.1800000,18631
SANDP-500,D,20200108,000000,3238.5900000,3267.0700000,3236.8200000,3253.0500000,18317
SANDP-500,D,20200109,000000,3266.0300000,3275.5800000,3263.6700000,3274.7000000,18723
SANDP-500,D,20200110,000000,3282.0700000,3282.9900000,3260.8600000,3265.3500000,18888
SANDP-500,D,20200113,000000,3272.0600000,3288.1300000,3268.4300000,3288.1300000,18118
SANDP-500,D,20200114,000000,3285.3500000,3294.2500000,3277.1900000,3283.1500000,19112
SANDP-500,D,20200115,000000,3282.2700000,3298.6600000,3280.6900000,3289.2900000,19237
SANDP-500,D,20200116,000000,3302.9700000,3317.0500000,3302.8200000,3316.8100000,18208
SANDP-500,D,20200117,000000,3323.6600000,3329.8800000,3318.8600000,3329.6200000,18474
SANDP-500,D,20200121,000000,3321.0300000,3329.7900000,3316.6100000,3320.7900000,19068
SANDP-500,D,20200122,000000,3330.0200000,3337.7700000,3320.0400000,3321.7500000,18731
SANDP-500,D,20200123,000000,3315.7500000,3326.8800000,3301.8700000,3325.5400000,18480
SANDP-500,D,20200124,000000,3333.1000000,3333.1800000,3281.5300000,3295.4700000,20449
SANDP-500,D,20200127,000000,3235.7100000,3258.8500000,3234.7200000,3243.6300000,19345
SANDP-500,D,20200128,000000,3255.3500000,3285.7800000,3253.2200000,3276.2400000,19245
SANDP-500,D,20200129,000000,3289.4600000,3293.4700000,3271.8900000,3273.4000000,19652
SANDP-500,D,20200130,000000,3256.4500000,3285.9100000,3242.8900000,3283.6600000,19242
SANDP-500,D,20200131,000000,3278.2200000,3278.9300000,3214.6800000,3225.5200000,19174
SANDP-500,D,20200203,000000,3235.6600000,3268.4400000,3235.6600000,3248.9200000,19593
SANDP-500,D,20200204,000000,3280.6100000,3306.9200000,3280.6100000,3297.5900000,19234
SANDP-500,D,20200205,000000,3324.9100000,3337.5800000,3313.8100000,3334.6900000,18917
SANDP-500,D,20200206,000000,3346.1100000,3347.9600000,3334.5900000,3345.7800000,18919
SANDP-500,D,20200207,000000,3335.5400000,3341.2600000,3322.1200000,3327.7100000,18991
SANDP-500,D,20200210,000000,3318.2800000,3352.2600000,3317.7700000,3352.0900000,19001
SANDP-500,D,20200211,000000,3365.8700000,3375.6300000,3352.7200000,3357.7500000,19927
SANDP-500,D,20200212,000000,3370.5000000,3381.4700000,3369.7200000,3379.4500000,19234
SANDP-500,D,20200213,000000,3365.9000000,3385.0900000,3360.5200000,3373.9400000,19616
SANDP-500,D,20200214,000000,3378.0800000,3380.6900000,3366.1500000,3380.1600000,19179
SANDP-500,D,20200218,000000,3369.0400000,3375.0100000,3355.6100000,3370.2900000,19276
SANDP-500,D,20200219,000000,3380.3900000,3393.5200000,3378.9300000,3386.1500000,18481
SANDP-500,D,20200220,000000,3380.2900000,3389.1500000,3341.2400000,3373.2300000,20069
SANDP-500,D,20200221,000000,3360.5000000,3360.7600000,3328.4500000,3337.7500000,19460
SANDP-500,D,20200224,000000,3257.6100000,3259.7300000,3214.6500000,3225.8900000,18795
SANDP-500,D,20200225,000000,3238.9400000,3246.5300000,3118.7700000,3128.2100000,16065
SANDP-500,D,20200226,000000,3139.9000000,3182.4500000,3108.9900000,3116.3900000,16624
SANDP-500,D,20200227,000000,3054.3100000,3097.0700000,2978.3600000,2978.7600000,12732
SANDP-500,D,20200228,000000,2895.9700000,2959.7200000,2856.0900000,2954.2200000,10223
SANDP-500,D,20200302,000000,2974.2800000,3090.5300000,2945.1900000,3090.2300000,15265
SANDP-500,D,20200303,000000,3096.4600000,3136.6600000,2976.8800000,3003.3700000,11995
SANDP-500,D,20200304,000000,3053.1000000,3130.8200000,3034.3800000,3130.1200000,17877
SANDP-500,D,20200305,000000,3062.7000000,3082.6600000,2999.8400000,3023.9400000,18198
SANDP-500,D,20200306,000000,2939.6900000,2985.9300000,2901.5400000,2972.3700000,13855
SANDP-500,D,20200309,000000,2863.8900000,2863.8900000,2734.4300000,2746.5600000,8042
SANDP-500,D,20200310,000000,2836.3200000,2882.2400000,2734.0000000,2882.2300000,5241
SANDP-500,D,20200311,000000,2808.6500000,2816.3600000,2707.5300000,2741.3800000,7224
SANDP-500,D,20200312,000000,2630.8600000,2660.7600000,2479.6800000,2480.6400000,5048
SANDP-500,D,20200313,000000,2618.8500000,2711.0400000,2492.3700000,2711.0200000,6565
SANDP-500,D,20200316,000000,2489.5000000,2562.8000000,2381.0600000,2386.1300000,10879
SANDP-500,D,20200317,000000,2425.6600000,2553.9300000,2367.4300000,2529.1900000,11439
SANDP-500,D,20200318,000000,2436.5000000,2453.5700000,2280.6800000,2398.1000000,8193
SANDP-500,D,20200319,000000,2393.4800000,2466.7200000,2319.9800000,2409.3900000,10749
SANDP-500,D,20200320,000000,2432.0400000,2452.9200000,2295.7500000,2304.9200000,11068
SANDP-500,D,20200323,000000,2274.6900000,2300.4700000,2192.0700000,2237.4000000,8853
SANDP-500,D,20200324,000000,2344.4400000,2449.6700000,2344.4400000,2447.3300000,13588
SANDP-500,D,20200325,000000,2457.7700000,2571.4200000,2407.6900000,2475.5600000,13072
SANDP-500,D,20200326,000000,2501.2900000,2637.0000000,2501.2100000,2630.0700000,15329
SANDP-500,D,20200327,000000,2555.8700000,2615.8200000,2520.6600000,2541.4700000,17485
SANDP-500,D,20200330,000000,2558.9800000,2631.8000000,2545.2900000,2626.6500000,18102
SANDP-500,D,20200331,000000,2615.9600000,2641.3900000,2571.1500000,2584.5900000,16247
SANDP-500,D,20200401,000000,2488.0800000,2522.6800000,2447.4900000,2470.5000000,17454
SANDP-500,D,20200402,000000,2461.7900000,2532.9400000,2455.8700000,2526.9000000,15573
SANDP-500,D,20200403,000000,2516.5000000,2538.0600000,2460.1900000,2488.6500000,19282
SANDP-500,D,20200406,000000,2578.2800000,2676.5500000,2574.9300000,2663.6800000,18134
SANDP-500,D,20200407,000000,2738.6500000,2755.1800000,2659.4100000,2659.4100000,17838
SANDP-500,D,20200408,000000,2687.6400000,2760.4600000,2663.3000000,2749.9800000,20494
SANDP-500,D,20200409,000000,2776.9900000,2818.1200000,2762.4400000,2789.8200000,16736
SANDP-500,D,20200413,000000,2782.4600000,2782.4600000,2721.1700000,2761.6300000,20550
SANDP-500,D,20200414,000000,2805.1000000,2850.4300000,2805.1000000,2846.0600000,18697
SANDP-500,D,20200415,000000,2795.6400000,2801.7300000,2761.5600000,2783.3600000,19054
SANDP-500,D,20200416,000000,2799.3400000,2806.5100000,2764.5100000,2799.5500000,18990
SANDP-500,D,20200417,000000,2842.4300000,2879.2100000,2830.8800000,2874.5600000,18661
SANDP-500,D,20200420,000000,2831.7000000,2868.8900000,2820.4300000,2823.1600000,20425
SANDP-500,D,20200421,000000,2784.8100000,2785.5400000,2727.1000000,2736.5600000,18208
SANDP-500,D,20200422,000000,2787.8900000,2813.6900000,2775.9500000,2799.3100000,19517
SANDP-500,D,20200423,000000,2811.1400000,2844.9000000,2794.2600000,2797.8000000,18995
SANDP-500,D,20200424,000000,2812.6400000,2842.7100000,2791.7600000,2836.7000000,19554
SANDP-500,D,20200427,000000,2854.6500000,2887.7200000,2852.8900000,2878.4800000,21011
SANDP-500,D,20200428,000000,2917.5100000,2921.1500000,2860.7100000,2863.3900000,21392
SANDP-500,D,20200429,000000,2918.4600000,2954.8600000,2912.1600000,2939.5100000,21355
SANDP-500,D,20200430,000000,2921.3200000,2928.5500000,2892.4700000,2912.4300000,18992
SANDP-500,D,20200501,000000,2856.9500000,2866.2700000,2821.6100000,2830.7100000,21726
SANDP-500,D,20200504,000000,2815.0100000,2844.2400000,2797.8500000,2842.7400000,21259
SANDP-500,D,20200505,000000,2868.8800000,2898.2300000,2863.5500000,2868.4400000,20920
SANDP-500,D,20200506,000000,2883.1400000,2891.1100000,2847.6500000,2848.4200000,21222
SANDP-500,D,20200507,000000,2884.6300000,2901.9200000,2876.4800000,2881.1900000,20644
SANDP-500,D,20200508,000000,2908.8300000,2932.1600000,2902.8800000,2929.8000000,20370
SANDP-500,D,20200511,000000,2915.4600000,2944.2500000,2903.4400000,2930.3200000,20694
SANDP-500,D,20200512,000000,2939.5000000,2945.8200000,2870.1200000,2870.1200000,17143
SANDP-500,D,20200513,000000,2864.0700000,2874.1400000,2793.1500000,2822.1400000,21184
SANDP-500,D,20200514,000000,2794.5400000,2852.8000000,2766.6400000,2852.5000000,21636
SANDP-500,D,20200515,000000,2829.9500000,2865.0100000,2816.7800000,2863.7000000,21391
SANDP-500,D,20200518,000000,2913.8600000,2968.0900000,2913.8600000,2953.9100000,21011
SANDP-500,D,20200519,000000,2948.5900000,2964.2100000,2922.3500000,2922.9400000,20994
SANDP-500,D,20200520,000000,2953.6300000,2980.2900000,2953.6300000,2971.5500000,21036
SANDP-500,D,20200521,000000,2969.9500000,2978.5000000,2938.5700000,2948.5100000,21162
SANDP-500,D,20200522,000000,2948.0500000,2956.7600000,2933.5900000,2955.4500000,20303
SANDP-500,D,20200526,000000,3004.0800000,3021.7200000,2988.1700000,2992.0000000,19464
SANDP-500,D,20200527,000000,3015.6500000,3036.2500000,2969.7500000,3036.1300000,21416
SANDP-500,D,20200528,000000,3047.3900000,3068.6700000,3023.4000000,3029.6500000,20656
SANDP-500,D,20200529,000000,3025.1700000,3049.1400000,3001.8100000,3049.1400000,20604
SANDP-500,D,20200601,000000,3038.7800000,3062.1800000,3031.5400000,3055.7300000,20548
SANDP-500,D,20200602,000000,3064.7800000,3081.0700000,3051.6400000,3080.8200000,20554
SANDP-500,D,20200603,000000,3098.9000000,3130.6800000,3098.9000000,3122.8700000,20672
SANDP-500,D,20200604,000000,3111.5600000,3128.9100000,3090.4100000,3112.3500000,21266
SANDP-500,D,20200605,000000,3163.8400000,3211.7200000,3163.8400000,3193.9300000,21625
SANDP-500,D,20200608,000000,3199.9200000,3233.1300000,3196.0000000,3232.3900000,20760
SANDP-500,D,20200609,000000,3213.3200000,3222.7100000,3193.1100000,3207.1800000,20981
SANDP-500,D,20200610,000000,3213.4200000,3223.2700000,3181.4900000,3190.1400000,21679
SANDP-500,D,20200611,000000,3107.4900000,3119.3300000,2999.4900000,3002.1000000,21526
SANDP-500,D,20200612,000000,3071.0400000,3088.4200000,2984.8100000,3040.8500000,21859
SANDP-500,D,20200615,000000,2993.7600000,3079.7600000,2965.6600000,3066.5900000,22000
SANDP-500,D,20200616,000000,3131.0000000,3153.4500000,3076.0600000,3124.7400000,21922
SANDP-500,D,20200617,000000,3136.1300000,3141.1600000,3108.0300000,3113.4900000,20871
SANDP-500,D,20200618,000000,3101.6400000,3120.0000000,3093.5100000,3115.3400000,20909
SANDP-500,D,20200619,000000,3140.2900000,3155.5300000,3083.1100000,3097.7400000,21582
SANDP-500,D,20200622,000000,3094.4200000,3120.9200000,3079.3900000,3117.8600000,20965
SANDP-500,D,20200623,000000,3138.7000000,3154.9000000,3127.1200000,3131.2900000,20941
SANDP-500,D,20200624,000000,3114.4000000,3115.0100000,3032.1300000,3050.3300000,22055
SANDP-500,D,20200625,000000,3046.6000000,3086.2500000,3024.0100000,3083.7600000,21479
SANDP-500,D,20200626,000000,3073.2000000,3073.7300000,3004.6300000,3009.0500000,21840
SANDP-500,D,20200629,000000,3018.5900000,3053.5300000,2999.7400000,3053.2400000,20940
SANDP-500,D,20200630,000000,3050.2000000,3111.5100000,3047.8300000,3100.2900000,20956
SANDP-500,D,20200701,000000,3105.9200000,3128.4400000,3101.1700000,3115.8600000,21082
SANDP-500,D,20200702,000000,3143.6400000,3165.8100000,3124.5200000,3130.0100000,20962
SANDP-500,D,20200706,000000,3155.2900000,3182.5900000,3155.2900000,3179.7200000,21044
SANDP-500,D,20200707,000000,3166.4400000,3184.1500000,3143.4400000,3145.3200000,21049
SANDP-500,D,20200708,000000,3153.0700000,3171.8000000,3136.5300000,3169.9400000,21275
SANDP-500,D,20200709,000000,3176.0900000,3179.7800000,3115.7000000,3152.0500000,20971
SANDP-500,D,20200710,000000,3152.4700000,3186.8200000,3136.2200000,3185.0400000,21007
SANDP-500,D,20200713,000000,3209.8000000,3235.3200000,3149.7400000,3155.2200000,20086
SANDP-500,D,20200714,000000,3141.1100000,3200.9500000,3127.6600000,3197.5200000,21905
SANDP-500,D,20200715,000000,3225.9800000,3238.2800000,3200.7600000,3226.5600000,21820
SANDP-500,D,20200716,000000,3208.3600000,3220.3900000,3198.5900000,3215.5700000,21355
SANDP-500,D,20200717,000000,3224.2100000,3233.5200000,3205.6500000,3224.7300000,20676
SANDP-500,D,20200720,000000,3224.2900000,3258.6100000,3215.1600000,3251.8400000,20781
SANDP-500,D,20200721,000000,3268.5200000,3277.2900000,3247.7700000,3257.3000000,20863
SANDP-500,D,20200722,000000,3254.8600000,3279.3200000,3253.1000000,3276.0200000,20847
SANDP-500,D,20200723,000000,3271.6400000,3279.9900000,3222.6600000,3235.6600000,21953
SANDP-500,D,20200724,000000,3213.8500000,3227.2600000,3200.0500000,3215.6300000,21540
SANDP-500,D,20200727,000000,3219.8400000,3241.4300000,3214.2500000,3239.4100000,20776
SANDP-500,D,20200728,000000,3233.0200000,3243.7200000,3216.1700000,3218.4400000,20774
SANDP-500,D,20200729,000000,3227.2200000,3264.7400000,3227.2200000,3258.4400000,20592
SANDP-500,D,20200730,000000,3231.7600000,3250.9200000,3204.1300000,3246.2200000,21431
SANDP-500,D,20200731,000000,3270.4500000,3272.1700000,3220.2600000,3271.1200000,21818
SANDP-500,D,20200803,000000,3288.2600000,3302.7300000,3284.5300000,3294.6100000,21231
SANDP-500,D,20200804,000000,3289.9200000,3306.8400000,3286.3700000,3306.5100000,21039
SANDP-500,D,20200805,000000,3317.3700000,3330.7700000,3317.3700000,3327.7700000,20365
SANDP-500,D,20200806,000000,3323.1700000,3351.0300000,3318.1400000,3349.1600000,20777
SANDP-500,D,20200807,000000,3340.0500000,3352.5400000,3328.7200000,3351.2800000,21538
SANDP-500,D,20200810,000000,3356.0400000,3363.2900000,3335.4400000,3360.4700000,21305
SANDP-500,D,20200811,000000,3370.3400000,3381.0100000,3326.4400000,3333.6900000,21405
SANDP-500,D,20200812,000000,3355.4600000,3387.8900000,3355.4600000,3380.3500000,21111
SANDP-500,D,20200813,000000,3372.9500000,3387.2400000,3363.3500000,3373.4300000,20934
SANDP-500,D,20200814,000000,3368.6600000,3378.5100000,3362.1400000,3372.8500000,20419
SANDP-500,D,20200817,000000,3380.8600000,3387.5900000,3379.2200000,3381.9900000,19825
SANDP-500,D,20200818,000000,3387.0400000,3395.0600000,3370.1500000,3389.7800000,20442
SANDP-500,D,20200819,000000,3392.5100000,3399.5400000,3369.6600000,3374.8500000,20551
SANDP-500,D,20200820,000000,3357.3400000,3390.8000000,3354.6900000,3385.5100000,20526
SANDP-500,D,20200821,000000,3386.0100000,3399.9600000,3379.3100000,3397.1600000,20917
SANDP-500,D,20200824,000000,3422.8400000,3432.0900000,3413.1300000,3431.2800000,21440
SANDP-500,D,20200825,000000,3435.9500000,3444.2100000,3425.8400000,3443.6200000,20557
SANDP-500,D,20200826,000000,3449.9700000,3481.0700000,3444.1500000,3478.7300000,21260
SANDP-500,D,20200827,000000,3485.1400000,3501.3800000,3468.3500000,3484.5500000,21717
SANDP-500,D,20200828,000000,3494.6900000,3509.2300000,3484.3200000,3508.0100000,21007
SANDP-500,D,20200831,000000,3509.7300000,3514.7700000,3493.2500000,3500.3100000,21630
SANDP-500,D,20200901,000000,3507.4400000,3527.6400000,3494.6000000,3526.6500000,21412
SANDP-500,D,20200902,000000,3546.4100000,3588.0800000,3535.2900000,3580.8400000,21961
SANDP-500,D,20200903,000000,3564.7400000,3564.8500000,3427.4100000,3455.0600000,22676
SANDP-500,D,20200904,000000,3453.6000000,3479.1500000,3350.4100000,3426.9600000,22614
SANDP-500,D,20200908,000000,3362.6600000,3379.9700000,3329.2700000,3331.8400000,22455
SANDP-500,D,20200909,000000,3369.8200000,3424.7700000,3366.8400000,3398.9600000,21951
SANDP-500,D,20200910,000000,3412.5600000,3425.5500000,3329.2500000,3339.1900000,22060
SANDP-500,D,20200911,000000,3352.7000000,3368.9500000,3310.4700000,3340.9700000,21971
SANDP-500,D,20200914,000000,3363.5600000,3402.9300000,3363.5600000,3383.5400000,21683
SANDP-500,D,20200915,000000,3407.7300000,3419.4800000,3389.2500000,3401.2000000,21613
SANDP-500,D,20200916,000000,3411.2300000,3428.9200000,3384.4600000,3385.4900000,21662
SANDP-500,D,20200917,000000,3346.8600000,3375.1700000,3328.8200000,3357.0100000,22109
SANDP-500,D,20200918,000000,3357.3800000,3362.2700000,3292.4000000,3319.4700000,21995
SANDP-500,D,20200921,000000,3285.5700000,3285.5700000,3229.1000000,3281.0600000,22157
SANDP-500,D,20200922,000000,3295.7500000,3320.3100000,3270.9500000,3315.5700000,21836
SANDP-500,D,20200923,000000,3320.1100000,3323.3500000,3232.5700000,3236.9200000,21970
SANDP-500,D,20200924,000000,3226.1400000,3278.7000000,3209.4500000,3246.5900000,22094
SANDP-500,D,20200925,000000,3236.6600000,3306.8800000,3228.4400000,3298.4600000,21394
SANDP-500,D,20200928,000000,3333.9000000,3360.7400000,3332.9100000,3351.6000000,21406
SANDP-500,D,20200929,000000,3350.9200000,3357.9200000,3327.5400000,3335.4700000,21231
SANDP-500,D,20200930,000000,3341.2100000,3393.5600000,3340.4700000,3363.0000000,21625
SANDP-500,D,20201001,000000,3385.8700000,3397.1800000,3361.3900000,3380.8000000,21691
SANDP-500,D,20201002,000000,3338.9400000,3369.1000000,3323.6900000,3348.4400000,21861
